genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1994,2,4,0.09023701,0.08745324,0.08448953,0.156387061,2.93473196,27,4487.421436,3396.122498,193,0,0,193,251.971875,17.56578125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,3734,6,1,0.15373881,0.09624802,0.08814872,0.156387061,2.93473196,4,2356.340698,2024.155676,437,0,0,437,430.1132813,48.4978125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,24059,6,5,0.18937582,0.10708261,0.09956491,0.156387061,2.93473196,1,5321.229102,1357.915363,271,0,0,271,395.388125,10.25046875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,24063,5,1,0.12479027,0.11104878,0.10248186,0.156387061,2.93473196,10,5206.310596,1380.384747,698,0,0,698,869.52875,39.7375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7308,6,1,0.130693,0.11275013,0.08348748,0.156387061,2.93473196,22,1872.700452,3243.361145,493,0,0,493,620.8984375,49.310625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18650,5,6,0.1657094,0.09607378,0.094478115,0.156387061,2.93473196,2,2758.187537,2440.167383,109,0,0,109,284.30375,18.965625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12879,6,1,0.14317822,0.09858249,0.08811652,0.156387061,2.93473196,5,3197.312354,1335.504913,300,0,0,300,320.42875,53.69078125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7315,6,1,0.1155419,0.08976199,0.08520779,0.156387061,2.93473196,22,1883.464697,3217.817981,164,0,0,164,244.3404688,17.20453125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7320,6,4,0.1118474,0.0916981,0.087205656,0.156387061,2.93473196,25,1747.514087,3115.46582,73,0,0,73,130.0048438,7.08953125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18690,6,4,0.15156624,0.10202441,0.090966165,0.156387061,2.93473196,4,2679.651147,2059.684888,468,0,0,468,523.1351563,104.9882813,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7325,6,1,0.13530129,0.10666106,0.09149644,0.156387061,2.93473196,4,1713.502673,3134.021179,272,0,0,272,367.0751563,10.52140625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,2051,1,5,0.08986004,0.08822321,0.08287293,0.156387061,2.93473196,11,4848.105322,3374.520752,243,0,0,243,204.8739063,64.07671875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12898,6,5,0.14975573,0.09614356,0.09212819,0.156387061,2.93473196,10,3224.423743,1374.847504,402,0,0,402,433.5903125,48.45265625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12913,6,5,0.12614349,0.095447436,0.08163686,0.156387061,2.93473196,6,3256.490698,1409.512292,323,0,0,324,411.7346875,31.8803125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18724,6,4,0.11439662,0.10421243,0.09117452,0.156387061,2.93473196,16,2609.862744,1995.198193,239,1,0,241,336.7301563,14.3596875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,29634,1,6,0.112292126,0.09516953,0.09353416,0.156387061,2.93473196,27,5302.671045,3252.15354,170,0,0,170,164.7751563,32.28671875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18737,1,6,0.14578496,0.08964772,0.08840136,0.156387061,2.93473196,4,2565.733301,2078.788721,440,0,1,441,477.753125,58.38703125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,2078,4,8,0.07851712,0.07579541,0.06793945,0.156387061,2.93473196,11,4119.3125,3302.587842,93,0,0,93,101.2854688,17.38515625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12953,6,1,0.1697294,0.09962905,0.094080225,0.156387061,2.93473196,8,3260.012305,1145.867133,436,0,0,436,415.3020313,87.1515625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,3820,6,4,0.117409445,0.10515069,0.084577255,0.156387061,2.93473196,6,2348.319238,1821.296411,331,0,0,331,310.3589063,52.42640625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,2096,6,2,0.12140929,0.09691438,0.084022,0.156387061,2.93473196,17,4956.064453,2885.229541,120,0,0,120,148.835,15.2628125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12967,5,1,0.11754475,0.109312385,0.0974504,0.156387061,2.93473196,8,3286.720691,1058.330829,502,2,0,505,568.788125,25.60359375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12968,6,5,0.13677113,0.096917994,0.09567604,0.156387061,2.93473196,15,3287.518604,1246.569513,247,0,0,247,343.6390625,16.7078125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,24159,4,6,0.10940978,0.10881102,0.09633453,0.156387061,2.93473196,16,5007.385278,1447.384399,348,0,0,348,347.2515625,50.43953125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12982,6,4,0.13563631,0.09692538,0.08190218,0.156387061,2.93473196,8,3266.820605,1294.92644,84,0,0,84,140.3004688,14.3596875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18785,6,1,0.14271936,0.10008635,0.08546426,0.156387061,2.93473196,12,3186.472986,2386.278296,512,1,0,514,235.6704688,29.03546875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7413,5,1,0.12122804,0.095815614,0.0828101,0.156387061,2.93473196,4,1777.98667,2921.595886,260,0,0,260,380.3510938,8.3990625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,2120,8,6,0.101023026,0.08723394,0.08521483,0.156387061,2.93473196,17,4959.532935,2726.500342,260,1,0,261,237.34125,73.64984375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,29691,4,6,0.12060279,0.08908074,0.07897866,0.156387061,2.93473196,7,5358.710864,2763.562292,154,0,0,154,215.4404688,6.5025,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,1,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7435,4,2,0.093187094,0.0930135,0.08684016,0.156387061,2.93473196,4,1833.008398,2999.763928,659,0,0,660,528.0571875,66.33453125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7451,6,1,0.12909703,0.09777515,0.08192995,0.156387061,2.93473196,4,1840.78125,3060.371875,123,0,0,123,330.905,42.1759375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,9332,4,6,0.10817411,0.093979284,0.09331532,0.156387061,2.93473196,5,4926.949463,1015.996637,532,0,0,533,527.4701563,60.5996875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,16897,6,5,0.11589682,0.093519606,0.08505007,0.156387061,2.93473196,7,4284.858301,3268.035217,102,0,0,102,236.8445313,12.463125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,1,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7465,2,6,0.0978651,0.097442105,0.09102166,0.156387061,2.93473196,2,1851.712964,3110.12572,155,0,0,155,408.7092188,24.33921875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18829,5,1,0.17721014,0.13525803,0.10683754,0.156387061,2.93473196,12,3215.964417,2438.358435,527,0,0,527,511.710625,18.64953125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,24227,6,2,0.12154858,0.090599276,0.08472141,0.156387061,2.93473196,10,5028.86355,1582.553491,115,0,0,115,94.24109375,10.06984375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,13053,5,1,0.14036651,0.11046038,0.09748126,0.156387061,2.93473196,6,3120.123596,1659.551227,513,0,0,513,395.7945313,22.08140625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,13057,6,1,0.122183345,0.10439695,0.09154493,0.156387061,2.93473196,1,3078.611597,1670.095605,444,0,0,445,447.046875,48.09140625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,2200,5,1,0.117137,0.095285565,0.09076678,0.156387061,2.93473196,12,3303.747046,2282.545715,359,0,0,359,476.8048438,6.18640625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,2201,6,1,0.16969012,0.10065333,0.09501082,0.156387061,2.93473196,4,3312.547119,1837.641895,661,0,0,661,713.5139063,82.184375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18843,5,1,0.09700199,0.09546508,0.09324678,0.156387061,2.93473196,15,3163.287866,2487.096472,438,1,0,439,634.896875,23.25546875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7503,6,5,0.13574469,0.10221909,0.081495896,0.156387061,2.93473196,5,1765.469922,2773.23125,148,0,0,148,313.565,21.9459375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7507,6,4,0.09977359,0.09079143,0.07945242,0.156387061,2.93473196,16,1846.488452,2775.262244,363,1,0,365,406.3610938,35.3121875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,2226,6,4,0.110874444,0.1056978,0.09445881,0.156387061,2.93473196,2,2499.392834,2502.98396,117,0,0,117,272.201875,43.891875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,2227,2,5,0.110883124,0.08819627,0.087073885,0.156387061,2.93473196,4,2495.347656,2258.118799,60,0,0,60,170.4196875,5.19296875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18868,6,2,0.115293205,0.09696388,0.09620297,0.156387061,2.93473196,6,2594.601758,1834.094971,354,0,0,354,379.8092188,59.83203125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,9390,6,4,0.11320976,0.09090438,0.07468039,0.156387061,2.93473196,15,4544.851636,939.355835,308,0,0,309,284.4392188,41.724375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,2253,5,1,0.13788363,0.12089899,0.09849211,0.156387061,2.93473196,14,3156.914319,2548.655688,277,0,0,277,714.2364063,15.9853125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7550,5,1,0.16058646,0.11613945,0.098592564,0.156387061,2.93473196,5,1891.933984,2812.895703,308,0,0,308,558.0860938,45.20140625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,13131,1,5,0.12877865,0.09210781,0.08997652,0.156387061,2.93473196,3,3102.3151,1167.049066,471,0,0,473,442.7570313,73.92078125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,13135,6,4,0.1105198,0.09665788,0.09265077,0.156387061,2.93473196,1,3097.116943,1144.230841,139,0,0,139,204.82875,20.5009375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7576,4,2,0.09917607,0.097699404,0.08427097,0.156387061,2.93473196,4,1701.632971,2801.082031,232,0,0,232,177.4640625,31.83515625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,13152,6,4,0.11543387,0.10359349,0.09806582,0.156387061,2.93473196,5,3148.761499,1089.93429,168,1,0,169,216.4790625,30.39015625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7581,6,2,0.11569258,0.084991746,0.08466446,0.156387061,2.93473196,4,1746.368164,2815.335095,282,0,0,284,350.954375,14.76609375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7589,6,5,0.15204415,0.101336256,0.08889734,0.156387061,2.93473196,6,1702.671295,2858.55332,202,0,0,202,323.9960938,10.79234375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,13174,6,5,0.15711612,0.09731742,0.09586253,0.156387061,2.93473196,5,3202.121619,1129.664941,173,0,0,173,253.778125,16.8884375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,4013,6,1,0.09743289,0.09706983,0.082319334,0.156387061,2.93473196,4,2305.193152,2409.174133,176,0,0,176,189.3401563,47.36890625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,13183,6,1,0.1654468,0.101278834,0.09163965,0.156387061,2.93473196,5,3220.751062,1216.350311,133,0,0,133,203.1579688,24.2940625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,24314,6,1,0.1675862,0.0996546,0.09289974,0.156387061,2.93473196,5,5076.805542,1297.052374,274,0,0,274,464.7029688,34.2284375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,13186,6,4,0.103797935,0.09499433,0.08762226,0.156387061,2.93473196,8,3087.667334,1319.868109,276,0,0,276,284.1682813,70.805,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7620,6,1,0.122861646,0.09996601,0.078217834,0.156387061,2.93473196,25,1928.781775,2579.581287,186,0,0,186,207.2220313,13.6371875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,26259,4,2,0.093323775,0.09070945,0.090510055,0.156387061,2.93473196,5,929.9998169,3300.543774,74,0,0,74,102.775625,9.03125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7625,6,4,0.11465398,0.10346503,0.09426675,0.156387061,2.93473196,5,1960.302332,2618.173901,486,0,0,486,469.805625,72.3403125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,9466,6,2,0.10655069,0.1013029,0.0981973,0.156387061,2.93473196,28,4160.077637,1112.978088,311,0,0,311,242.3535938,17.9721875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,2364,6,1,0.116560005,0.088773094,0.08869823,0.156387061,2.93473196,3,1092.327612,1696.030566,351,0,0,351,420.9465625,42.5371875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,7635,6,4,0.104219235,0.094763055,0.087787196,0.156387061,2.93473196,5,2002.09137,2599.477637,344,0,0,344,286.7873438,86.92578125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,2382,6,2,0.11570287,0.0919252,0.07624356,0.156387061,2.93473196,8,1640.843549,1670.004089,364,0,0,364,422.1657813,36.26046875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,2389,6,4,0.113766335,0.099634066,0.09296149,0.156387061,2.93473196,3,1659.123322,1360.859338,626,0,0,626,488.5454688,100.2920313,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,13243,8,6,0.103453346,0.10001218,0.08862416,0.156387061,2.93473196,9,2840.203821,1431.725598,411,0,1,412,292.0254688,73.4240625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,472,2,1,0.10307495,0.10286742,0.0949143,0.156387061,2.93473196,9,817.1867004,1717.960815,290,1,0,291,352.94125,59.425625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33335,1,5,0.12240029,0.11265781,0.10500888,0.156387061,2.93473196,8,2376.248462,1304.912799,297,0,0,297,319.2546875,54.86484375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,476,8,12,0.10134344,0.08849381,0.07774586,0.156387061,2.93473196,22,1926.622534,3382.198145,273,0,0,273,171.3228125,61.05125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,5932,4,6,0.11154052,0.103669755,0.09968142,0.156387061,2.93473196,17,2463.974438,2773.171484,226,0,0,226,484.7071875,75.36578125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,11347,8,6,0.14293396,0.09110989,0.0879528,0.156387061,2.93473196,21,4826.319507,2145.061743,98,0,0,98,234.4964063,46.24,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,11361,6,2,0.11101108,0.091219984,0.08101299,0.156387061,2.93473196,2,4817.896704,2363.555115,43,0,0,43,98.57609375,13.6371875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,495,6,1,0.1519337,0.103633575,0.08917715,0.156387061,2.93473196,22,1981.554822,3384.759766,299,0,0,299,374.3453125,50.62015625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,22604,6,4,0.12362905,0.10689482,0.0885788,0.156387061,2.93473196,8,1279.870068,1931.566272,181,0,0,182,197.2876563,29.48703125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,506,6,4,0.10249617,0.087543815,0.07793492,0.156387061,2.93473196,22,2230.667078,3389.859973,88,1,0,89,97.8084375,15.2628125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28015,8,1,0.12586212,0.10064455,0.08239023,0.156387061,2.93473196,6,3895.037842,1653.178613,517,0,0,517,402.5679688,83.629375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,22611,6,5,0.14757392,0.10483439,0.08379133,0.156387061,2.93473196,8,1288.60498,2028.872388,237,0,0,237,352.6251563,43.21453125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28021,6,5,0.20694326,0.105167896,0.09117434,0.156387061,2.93473196,4,3876.779858,1631.316327,269,0,0,269,321.4673438,24.97140625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,5953,6,4,0.12726285,0.10489748,0.09123787,0.156387061,2.93473196,22,2194.176221,2904.987683,290,0,0,290,416.1148438,31.11265625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,17210,6,4,0.114100665,0.10058081,0.097594574,0.156387061,2.93473196,1,4187.966187,2894.001807,275,0,0,275,419.6821875,66.10875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28054,6,4,0.11376252,0.109529585,0.09091834,0.156387061,2.93473196,3,3962.146753,1009.68244,638,0,0,638,768.4239063,116.9998438,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,542,6,5,0.12742232,0.09540336,0.09328669,0.156387061,2.93473196,2,2493.725061,3188.032288,42,0,0,42,169.3810938,9.25703125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,Transformer Model : Stratified Sampling - Raw Data
